StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,thinPrej,time_beliPrej_First Click,time_beliPrej_Last Click,time_beliPrej_Page Submit,time_beliPrej_Click Count,thinComp,time_thinComp_First Click,time_thinComp_Last Click,time_thinComp_Page Submit,time_thinComp_Click Count,ThinComp,probPrej,time_probPrej_First Click,time_probPrej_Last Click,time_probPrej_Page Submit,time_probPrej_Click Count,probComp,time_probComp_First Click,time_probComp_Last Click,time_probComp_Page Submit,time_probComp_Click Count,ProbComp,politics,religion,gender,age,race,race_5_TEXT
1/5/2019 12:33,1/5/2019 12:35,IP Address,,100,106,TRUE,1/5/2019 12:35,R_3DdxrIZoy4hUOBR,,,,,,,anonymous,EN,"“Yes, it is”",4.051,78.94,82.518,11,,,,,,I don't think you have strep.,,,,,,,,,,,,Very Liberal,4,Male,35,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,52,TRUE,1/5/2019 12:35,R_10ouq00xddDQ9Pv,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",24.962,24.962,26.035,1,,,,,,You probably don’t have strep.,5,5,Male,31,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,60,TRUE,1/5/2019 12:35,R_1loxz7INfDJfxrH,,,,,,,anonymous,EN,,,,,,"“No, it’s not”",45.082,45.082,46.006,1,I don't think you have strep.,,,,,,,,,,,,2,Not at All Religious,Male,27,White,
1/5/2019 12:33,1/5/2019 12:35,IP Address,,100,146,TRUE,1/5/2019 12:35,R_3I9xck7MgrLFpA0,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“No, it’s not”",61.911,83.647,93.438,3,You probably don’t have strep.,4,4,Female,27,Black,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,48,TRUE,1/5/2019 12:35,R_2vcPTlUt2JYRpG1,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“No, it’s not”",25.585,25.585,28.005,1,You probably don’t have strep.,5,5,Male,22,White,
1/5/2019 12:33,1/5/2019 12:35,IP Address,,100,106,TRUE,1/5/2019 12:35,R_1jWgDNi8P6WJp9e,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",40.986,40.986,43.163,1,,,,,,You probably don’t have strep.,Very Liberal,5,Female,,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,85,TRUE,1/5/2019 12:35,R_2AEW2Y1STiuNqsH,,,,,,,anonymous,EN,"“Yes, it is”",32.732,41.704,43.787,2,,,,,,I don't think you have strep.,,,,,,,,,,,,2,Not at All Religious,Female,67,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,80,TRUE,1/5/2019 12:35,R_YWDdRbv5WKzoiml,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",4.33,42.329,43.994,6,I don't think you have strep.,,,,,,,,,,,,2,Not at All Religious,Male,29,White,
1/5/2019 12:32,1/5/2019 12:35,IP Address,,100,176,TRUE,1/5/2019 12:35,R_3G7xWEfMRljcoKu,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",34.692,96.355,148.703,4,,,,,,You probably don’t have strep.,4,Not at All Religious,Male,29,White,
1/5/2019 12:33,1/5/2019 12:35,IP Address,,100,111,TRUE,1/5/2019 12:35,R_Dip9nMA0VhGwWvT,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",34.038,81.233,83.322,3,,,,,,You probably don’t have strep.,3,5,Female,36,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,79,TRUE,1/5/2019 12:35,R_2ym7YjVdlpTktyH,,,,,,,anonymous,EN,"“Yes, it is”",33.152,33.152,34.831,1,,,,,,I don't think you have strep.,,,,,,,,,,,,3,5,Female,36,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,90,TRUE,1/5/2019 12:35,R_1gewNh5n8IfKqKL,,,,,,,anonymous,EN,"“Yes, it is”",31.592,31.592,41.592,1,,,,,,I don't think you have strep.,,,,,,,,,,,,Very Liberal,4,Male,54,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,95,TRUE,1/5/2019 12:35,R_2c59qeUSHaoAoQF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“No, it’s not”",71.928,73.823,74.381,2,You probably don’t have strep.,Very Liberal,Not at All Religious,Female,25,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,91,TRUE,1/5/2019 12:35,R_2P1hYcDIh4KSHHs,,,,,,,anonymous,EN,,,,,,"“No, it’s not”",16.465,59.403,61.055,2,I don't think you have strep.,,,,,,,,,,,,2,Not at All Religious,Female,36,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,101,TRUE,1/5/2019 12:35,R_TjijfJwb4I6GfFD,,,,,,,anonymous,EN,"“Yes, it is”",4.578,71.31,72.44,14,,,,,,I don't think you have strep.,,,,,,,,,,,,Very Liberal,Not at All Religious,Male,25,Latino/a,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,90,TRUE,1/5/2019 12:35,R_2U5Wk1iIU93YqHg,,,,,,,anonymous,EN,,,,,,"“No, it’s not”",34.946,40.778,43.763,2,I don't think you have strep.,,,,,,,,,,,,5,5,Female,82,Latino/a,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,97,TRUE,1/5/2019 12:35,R_2BkvXcelGjEXqpP,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",55.787,55.787,60.008,1,,,,,,You probably don’t have strep.,2,Not at All Religious,Male,28,Black,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,97,TRUE,1/5/2019 12:35,R_241xSWhFjmIGuCQ,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",68.336,68.336,69.946,1,I don't think you have strep.,,,,,,,,,,,,2,3,Male,23,Latino/a,
1/5/2019 12:32,1/5/2019 12:35,IP Address,,100,178,TRUE,1/5/2019 12:35,R_1Hbom5NEJqZcdNI,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",146.201,146.201,148.071,1,I think you have strep.,,,,,,,,,,,,Very Liberal,Extremely Religious,Male,69,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,80,TRUE,1/5/2019 12:35,R_1lAEM0h5O1yG1Ax,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",36.814,36.814,38.135,1,You probably don’t have strep.,Very Liberal,4,Female,34,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,106,TRUE,1/5/2019 12:35,R_3KSHGTcj13FaDhY,,,,,,,anonymous,EN,,,,,,"“No, it’s not”",57.404,57.404,59.462,1,I don't think you have strep.,,,,,,,,,,,,5,2,Female,39,White,
1/5/2019 12:34,1/5/2019 12:36,IP Address,,100,71,TRUE,1/5/2019 12:36,R_2wLb98wIS1YPw41,,,,,,,anonymous,EN,,,,,,"“No, it’s not”",41.272,41.272,42.377,1,I don't think you have strep.,,,,,,,,,,,,2,Not at All Religious,Female,51,White,
1/5/2019 12:33,1/5/2019 12:36,IP Address,,100,162,TRUE,1/5/2019 12:36,R_27gmaKhrt66SJEL,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",98.498,98.498,99.822,1,I don't think you have strep.,,,,,,,,,,,,4,Extremely Religious,Female,26,White,
1/5/2019 12:34,1/5/2019 12:36,IP Address,,100,102,TRUE,1/5/2019 12:36,R_wQUZBJhbTrQS17X,,,,,,,anonymous,EN,"“No, it’s not”",6.699,54.887,55.765,6,,,,,,I don't think you have strep.,,,,,,,,,,,,5,5,Male,71,White,
1/5/2019 12:34,1/5/2019 12:36,IP Address,,100,104,TRUE,1/5/2019 12:36,R_2YfaQUsAQEMcmZP,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",63.818,65.069,66.306,2,,,,,,You probably don’t have strep.,3,5,Female,30,Latino/a,
1/5/2019 12:34,1/5/2019 12:36,IP Address,,100,87,TRUE,1/5/2019 12:36,R_1Q0HYitTgQhEJlB,,,,,,,anonymous,EN,"“No, it’s not”",12.288,38.904,39.675,6,,,,,,I don't think you have strep.,,,,,,,,,,,,5,Not at All Religious,Male,31,White,
1/5/2019 12:35,1/5/2019 12:36,IP Address,,100,66,TRUE,1/5/2019 12:36,R_27v9ZpLjgYloTPP,,,,,,,anonymous,EN,"“No, it’s not”",30.531,30.533,35.813,2,,,,,,I don't think you have strep.,,,,,,,,,,,,3,4,Male,44,White,
1/5/2019 12:34,1/5/2019 12:36,IP Address,,100,84,TRUE,1/5/2019 12:36,R_3EAOKZ0IxMkEwSc,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",50.899,50.899,51.991,1,You probably don’t have strep.,Very Conservative,2,Female,55,White,
1/5/2019 12:34,1/5/2019 12:36,IP Address,,100,103,TRUE,1/5/2019 12:36,R_2rqguhXODKHpjBO,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“No, it’s not”",10.834,67.08,71.806,6,You probably don’t have strep.,Very Liberal,4,Female,30,White,
1/5/2019 12:34,1/5/2019 12:36,IP Address,,100,84,TRUE,1/5/2019 12:36,R_2rGcqhzHwTCerng,,,,,,,anonymous,EN,,,,,,"“No, it’s not”",2.658,45.952,59.328,24,I don't think you have strep.,,,,,,,,,,,,2,Not at All Religious,Female,28,White,
1/5/2019 12:35,1/5/2019 12:36,IP Address,,100,24,TRUE,1/5/2019 12:36,R_8oKfqTvRGXnkGu5,,,,,,,anonymous,EN,"“Yes, it is”",1.12,1.12,7.749,1,,,,,,I think you have strep.,,,,,,,,,,,,2,Not at All Religious,Male,27,White,
1/5/2019 12:35,1/5/2019 12:36,IP Address,,100,77,TRUE,1/5/2019 12:36,R_tZ27mmCwg8QMBW1,,,,,,,anonymous,EN,"“No, it’s not”",51.57,51.57,52.597,1,,,,,,I don't think you have strep.,,,,,,,,,,,,2,2,Female,55,White,
1/5/2019 12:35,1/5/2019 12:36,IP Address,,100,52,TRUE,1/5/2019 12:36,R_33yAuSveUSKDBaW,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",28.425,28.425,29.121,1,,,,,,You probably don’t have strep.,2,2,Female,25,White,
1/5/2019 12:35,1/5/2019 12:36,IP Address,,100,86,TRUE,1/5/2019 12:36,R_UayTkQTNXrVDe3T,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",51.21,51.21,52.293,1,You probably don’t have strep.,5,Extremely Religious,Female,46,White,
1/5/2019 12:34,1/5/2019 12:36,IP Address,,100,136,TRUE,1/5/2019 12:36,R_3n1NT8IXR68uueG,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",34.588,51.686,53.347,5,,,,,,You probably don’t have strep.,2,Not at All Religious,Male,55,White,
1/5/2019 12:35,1/5/2019 12:36,IP Address,,100,39,TRUE,1/5/2019 12:36,R_1NcPCH7cF68t8Sl,,,,,,,anonymous,EN,"“Yes, it is”",0.698,6.544,7.097,7,,,,,,I think you have pneumonia.,,,,,,,,,,,,3,4,Male,26,Black,
1/5/2019 12:34,1/5/2019 12:36,IP Address,,100,119,TRUE,1/5/2019 12:36,R_3KxyzLiIaA6IsEa,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",10.266,40.01,50.011,4,,,,,,You probably don’t have strep.,Very Liberal,5,Female,59,Black,
1/5/2019 12:34,1/5/2019 12:36,IP Address,,100,113,TRUE,1/5/2019 12:36,R_1hKD0mCBjUU7YUq,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",54.36,55.399,57.415,2,You probably don’t have strep.,5,Extremely Religious,Female,66,White,
1/5/2019 12:34,1/5/2019 12:36,IP Address,,100,107,TRUE,1/5/2019 12:36,R_2qrTzlqkHqGkRJq,,,,,,,anonymous,EN,,,,,,"“No, it’s not”",24.913,82.36,83.686,2,I don't think you have strep.,,,,,,,,,,,,3,3,Male,27,Black,
1/5/2019 12:34,1/5/2019 12:36,IP Address,,100,122,TRUE,1/5/2019 12:36,R_1Q9naYsw2CIMB8i,,,,,,,anonymous,EN,"“No, it’s not”",65.701,65.701,73.428,1,,,,,,I don't think you have strep.,,,,,,,,,,,,5,5,Female,64,White,
1/5/2019 12:35,1/5/2019 12:36,IP Address,,100,65,TRUE,1/5/2019 12:36,R_QojsXr0QGLU7jpv,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",15.979,34.878,36.594,2,,,,,,You probably don’t have strep.,2,Not at All Religious,Male,42,White,
1/5/2019 12:35,1/5/2019 12:36,IP Address,,100,102,TRUE,1/5/2019 12:36,R_29geMv45hAVXnHP,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",66.899,66.899,68.545,1,,,,,,You probably don’t have strep.,3,5,Female,43,Asian,
1/5/2019 12:34,1/5/2019 12:36,IP Address,,100,130,TRUE,1/5/2019 12:36,R_1FePdvyRTc9jAAy,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",60.572,60.572,97.282,1,,,,,,You probably don’t have strep.,Very Liberal,Not at All Religious,Male,28,White,
1/5/2019 12:34,1/5/2019 12:36,IP Address,,100,154,TRUE,1/5/2019 12:36,R_23RKxaKrfb3IcHn,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“No, it’s not”",95.946,100.276,116.249,2,You probably don’t have strep.,2,2,Male,65,White,
1/5/2019 12:35,1/5/2019 12:36,IP Address,,100,80,TRUE,1/5/2019 12:36,R_2TMJJFAc4YZ3PVv,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",48.971,48.971,50.402,1,I don't think you have strep.,,,,,,,,,,,,3,Not at All Religious,Female,46,White,
1/5/2019 12:33,1/5/2019 12:36,IP Address,,100,196,TRUE,1/5/2019 12:36,R_2QYwX2RkTolbKOa,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",154.911,154.911,157.176,1,I don't think you have strep.,,,,,,,,,,,,4,5,Female,51,White,
1/5/2019 12:35,1/5/2019 12:36,IP Address,,100,89,TRUE,1/5/2019 12:36,R_1P6HJ1KW3nsVXFK,,,,,,,anonymous,EN,"“No, it’s not”",45.701,45.701,49.13,1,,,,,,I don't think you have strep.,,,,,,,,,,,,5,4,Female,53,White,
1/5/2019 12:33,1/5/2019 12:36,IP Address,,100,202,TRUE,1/5/2019 12:36,R_2q2DxXRWoqDI2NG,,,,,,,anonymous,EN,"“No, it’s not”",131.04,148.504,151.859,2,,,,,,I don't think you have strep.,,,,,,,,,,,,2,Not at All Religious,Male,56,White,
1/5/2019 12:36,1/5/2019 12:36,IP Address,,100,50,TRUE,1/5/2019 12:36,R_1riVdR18tcPVRhg,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",9.046,32.617,33.068,8,I don't think you have strep.,,,,,,,,,,,,3,Not at All Religious,Female,40,White,
1/5/2019 12:35,1/5/2019 12:36,IP Address,,100,70,TRUE,1/5/2019 12:37,R_1PY5eWPz00RbZgw,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",42.206,42.206,43.522,1,,,,,,You probably don’t have strep.,5,Extremely Religious,Female,31,White,
1/5/2019 12:33,1/5/2019 12:37,IP Address,,100,225,TRUE,1/5/2019 12:37,R_8IDwm5Q9M0CB0Yx,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",7.943,94.368,127.045,9,,,,,,You probably don’t have strep.,3,4,Male,33,White,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,48,TRUE,1/5/2019 12:37,R_BVVeReV7XREOJgZ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",20.804,20.804,22.176,1,You probably don’t have strep.,4,3,Male,31,White,
1/5/2019 12:35,1/5/2019 12:37,IP Address,,100,114,TRUE,1/5/2019 12:37,R_12rnP1R0QMYQDSF,,,,,,,anonymous,EN,,,,,,"“No, it’s not”",36.219,37.43,40.841,2,I don't think you have strep.,,,,,,,,,,,,Very Liberal,Not at All Religious,Male,23,White,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,50,TRUE,1/5/2019 12:37,R_tPC4o1AIQf7McFP,,,,,,,anonymous,EN,"“No, it’s not”",29.103,29.103,31.002,1,,,,,,I think you have strep.,,,,,,,,,,,,Very Liberal,Extremely Religious,Male,30,White,
1/5/2019 12:35,1/5/2019 12:37,IP Address,,100,98,TRUE,1/5/2019 12:37,R_8kAv2sQcSrqt6H7,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",42.826,42.826,53.256,1,You probably don’t have strep.,3,3,Female,29,White,
1/5/2019 12:35,1/5/2019 12:37,IP Address,,100,85,TRUE,1/5/2019 12:37,R_2TZd28yKQBXq7bZ,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",57.005,57.005,58.513,1,I don't think you have strep.,,,,,,,,,,,,5,Extremely Religious,Female,53,Black,
1/5/2019 12:35,1/5/2019 12:37,IP Address,,100,81,TRUE,1/5/2019 12:37,R_24PPma8fOqpKG7D,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",54.055,54.055,55.743,1,You probably don’t have strep.,3,Not at All Religious,Male,38,White,
1/5/2019 12:34,1/5/2019 12:37,IP Address,,100,194,TRUE,1/5/2019 12:37,R_3k6BeZT7evhejeS,,,,,,,anonymous,EN,"“No, it’s not”",64.442,168.888,169.249,3,,,,,,I don't think you have strep.,,,,,,,,,,,,Very Liberal,5,Female,25,White,
1/5/2019 12:35,1/5/2019 12:37,IP Address,,100,89,TRUE,1/5/2019 12:37,R_2uWjqzhdisYqJrW,,,,,,,anonymous,EN,"“No, it’s not”",43.179,43.179,52.754,1,,,,,,I don't think you have strep.,,,,,,,,,,,,3,5,Male,35,Asian,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,54,TRUE,1/5/2019 12:37,R_1ON8oVbhC5ooO4O,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“No, it’s not”",24.715,29.542,31.063,2,You probably don’t have strep.,3,Not at All Religious,Male,21,White,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,72,TRUE,1/5/2019 12:37,R_3GpLc48qoefLCUx,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",38.491,38.498,39.252,2,You probably don’t have strep.,2,Not at All Religious,Female,22,White,
1/5/2019 12:32,1/5/2019 12:37,IP Address,,100,294,TRUE,1/5/2019 12:37,R_3fT6dnJhXyRvL8u,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",23.912,268.101,271.36,13,,,,,,You probably don’t have strep.,2,3,Male,24,White,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,49,TRUE,1/5/2019 12:37,R_2z7LqGzWDZIiUaz,,,,,,,anonymous,EN,"“No, it’s not”",20.609,22.554,24.201,3,,,,,,I don't think you have strep.,,,,,,,,,,,,3,Not at All Religious,Female,34,Black,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,36,TRUE,1/5/2019 12:37,R_bekKVArFJFqECAh,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",18.394,18.394,22.235,1,,,,,,You probably don’t have strep.,Very Liberal,Not at All Religious,Female,27,White,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,62,TRUE,1/5/2019 12:37,R_3iVzXcZpkuhe7Ef,,,,,,,anonymous,EN,,,,,,"“No, it’s not”",37.79,37.79,41.376,1,I don't think you have strep.,,,,,,,,,,,,3,Not at All Religious,Male,41,White,
1/5/2019 12:35,1/5/2019 12:37,IP Address,,100,133,TRUE,1/5/2019 12:37,R_sNMqCy5qYKC7kvD,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",39.392,39.392,57.62,1,,,,,,You probably don’t have strep.,5,Not at All Religious,Male,31,White,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,85,TRUE,1/5/2019 12:37,R_1DC5FsUqXWQrmw1,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",48.632,48.632,50.621,1,I don't think you have strep.,,,,,,,,,,,,5,4,Male,45,White,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,45,TRUE,1/5/2019 12:37,R_1pFDOxZmFq31Ipz,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",1.385,1.385,3.501,1,I don't think you have pneumonia.,,,,,,,,,,,,3,2,Male,25,White,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,43,TRUE,1/5/2019 12:37,R_A4KgjPsp33Oa1rz,,,,,,,anonymous,EN,,,,,,"“No, it’s not”",21.736,27.243,28.176,3,I don't think you have strep.,,,,,,,,,,,,2,Not at All Religious,Female,30,Asian,
1/5/2019 12:35,1/5/2019 12:37,IP Address,,100,122,TRUE,1/5/2019 12:37,R_31S1DYl564TvbYb,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",62.766,62.766,64.051,1,I don't think you have strep.,,,,,,,,,,,,4,2,Female,68,White,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,78,TRUE,1/5/2019 12:37,R_1MYCicm6Wa0bGoJ,,,,,,,anonymous,EN,"“No, it’s not”",31.956,35.627,37.436,2,,,,,,I don't think you have strep.,,,,,,,,,,,,Very Liberal,Not at All Religious,Female,24,White,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,73,TRUE,1/5/2019 12:37,R_2zqdlfguc0ETM91,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",20.637,37.876,39.826,3,You probably don’t have strep.,4,Not at All Religious,Male,24,Latino/a,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,84,TRUE,1/5/2019 12:37,R_1kLat1L4YyhwMsk,,,,,,,anonymous,EN,"“No, it’s not”",38.65,38.65,40.356,1,,,,,,I don't think you have strep.,,,,,,,,,,,,3,5,Male,27,White,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,100,TRUE,1/5/2019 12:37,R_aXjLWo5HqcwmsO5,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",26.609,26.609,29.656,1,,,,,,You probably don’t have strep.,3,5,Female,30,Black,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,71,TRUE,1/5/2019 12:37,R_0qZOhRpjaXmJg2d,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",39.062,39.062,40.555,1,,,,,,You probably don’t have strep.,2,4,Female,19,White,
1/5/2019 12:35,1/5/2019 12:37,IP Address,,100,124,TRUE,1/5/2019 12:37,R_23gwgbYOmS4hQyX,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“No, it’s not”",68.494,68.494,74.176,1,You probably don’t have strep.,2,5,Male,32,Black,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,79,TRUE,1/5/2019 12:37,R_Rs4zYD6jQU63AoV,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",44.636,44.636,46.287,1,I don't think you have strep.,,,,,,,,,,,,2,5,Male,69,White,
1/5/2019 12:36,1/5/2019 12:37,IP Address,,100,96,TRUE,1/5/2019 12:37,R_eLlLc7B5xlvbF05,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",34.469,34.469,38.017,1,I don't think you have strep.,,,,,,,,,,,,Very Liberal,Not at All Religious,Female,35,White,
1/5/2019 12:36,1/5/2019 12:38,IP Address,,100,93,TRUE,1/5/2019 12:38,R_2rwSedfj0s4wfvA,,,,,,,anonymous,EN,,,,,,,,,,,,"“Yes, it is”",44.527,44.527,46.843,1,,,,,,You probably don’t have strep.,4,Not at All Religious,Female,50,Latino/a,
1/5/2019 12:36,1/5/2019 12:38,IP Address,,100,114,TRUE,1/5/2019 12:38,R_3CHR69I8786WY1E,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",58.796,58.796,61.07,1,,,,,,You probably don’t have strep.,4,Not at All Religious,Female,49,White,
1/5/2019 12:35,1/5/2019 12:38,IP Address,,100,146,TRUE,1/5/2019 12:38,R_2tcfSbzvP3WkWeM,,,,,,,anonymous,EN,"“No, it’s not”",68.507,68.507,70.116,1,,,,,,I don't think you have strep.,,,,,,,,,,,,4,2,Male,48,White,
1/5/2019 12:32,1/5/2019 12:38,IP Address,,100,342,TRUE,1/5/2019 12:38,R_3GD5BnUmC6Cd68E,,,,,,,anonymous,EN,,,,,,,,,,,,"“Yes, it is”",317.108,317.108,318.088,1,,,,,,You probably don’t have strep.,3,Not at All Religious,Female,26,White,
1/5/2019 12:37,1/5/2019 12:38,IP Address,,100,57,TRUE,1/5/2019 12:38,R_3kk6T9jIpCWdX9D,,,,,,,anonymous,EN,"“No, it’s not”",28.483,33.663,35.312,3,,,,,,I don't think you have strep.,,,,,,,,,,,,3,2,Male,35,White,
1/5/2019 12:36,1/5/2019 12:38,IP Address,,100,74,TRUE,1/5/2019 12:38,R_1f0IZ4SVEpbjatO,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",48.209,48.209,49.446,1,You probably don’t have strep.,3,Not at All Religious,Male,41,White,
1/5/2019 12:37,1/5/2019 12:38,IP Address,,100,62,TRUE,1/5/2019 12:38,R_9KuSwdzqExdrNEl,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",35.564,35.564,37.074,1,,,,,,You probably don’t have strep.,2,Not at All Religious,Male,25,White,
1/5/2019 12:36,1/5/2019 12:38,IP Address,,100,118,TRUE,1/5/2019 12:38,R_3n0O9rvTzpi9AtF,,,,,,,anonymous,EN,"“No, it’s not”",23.026,23.026,24.164,1,,,,,,I don't think you have strep.,,,,,,,,,,,,5,5,Female,66,White,
1/5/2019 12:37,1/5/2019 12:38,IP Address,,100,57,TRUE,1/5/2019 12:38,R_3oNJeKmjH987Rq5,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",1.917,1.917,34.415,1,,,,,,You probably don’t have strep.,3,3,Male,32,White,
1/5/2019 12:38,1/5/2019 12:38,IP Address,,100,15,TRUE,1/5/2019 12:38,R_1js0lNgBKDvCemp,,,,,,,anonymous,EN,,,,,,,,,,,,"“Yes, it is”",0,0,3.013,0,,,,,,You probably don’t have pneumonia.,2,Not at All Religious,Male,22,White,
1/5/2019 12:36,1/5/2019 12:38,IP Address,,100,111,TRUE,1/5/2019 12:38,R_1RFhFCjsSoNMy3f,,,,,,,anonymous,EN,"“Yes, it is”",9.572,78.916,79.74,115,,,,,,I don't think you have strep.,,,,,,,,,,,,3,5,Male,37,Asian,
1/5/2019 12:37,1/5/2019 12:38,IP Address,,100,33,TRUE,1/5/2019 12:38,R_1CBBoPyAZ1MOFmC,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",1.289,1.289,10.853,1,I don't think you have strep.,,,,,,,,,,,,4,5,Male,33,Black,
1/5/2019 12:33,1/5/2019 12:38,IP Address,,100,277,TRUE,1/5/2019 12:38,R_3PQZ200qrPcjm6N,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",13.24,13.24,13.868,1,,,,,,You probably don’t have strep.,5,Not at All Religious,Female,29,White,
1/5/2019 12:37,1/5/2019 12:38,IP Address,,100,95,TRUE,1/5/2019 12:38,R_C8swIKR6DgxS6pr,,,,,,,anonymous,EN,"“No, it’s not”",44.049,44.049,51.541,1,,,,,,I don't think you have strep.,,,,,,,,,,,,4,Not at All Religious,Male,37,White,
1/5/2019 12:37,1/5/2019 12:38,IP Address,,100,57,TRUE,1/5/2019 12:38,R_10uXM2wpf6lZQY3,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",27.482,27.726,28.852,2,,,,,,You probably have strep.,Very Liberal,5,Female,36,Black,
