StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,inc_modc,Time_modc_First Click,Time_modc_Last Click,Time_modc_Page Submit,Time_modc_Click Count,rel1_modc,rel2_modc,inc_thinkC,time_thinkC_First Click,time_thinkC_Last Click,time_thinkC_Page Submit,time_thinkC_Click Count,rel1_thinkC,rel2_thinkC,inc_nonc,Time_nonc_First Click,Time_nonc_Last Click,Time_nonc_Page Submit,Time_nonc_Click Count,rel1_nonc,rel2_nonc,true_modr,time_modr_First Click,time_modr_Last Click,time_modr_Page Submit,time_modr_Click Count,rel1_modr,rel2_modr,inc_thinkR,time_thinkR_First Click,time_thinkR_Last Click,time_thinkR_Page Submit,time_thinkR_Click Count,rel1_thinkR,rel2_thinkR,true_nonr,time_nonr_First Click,time_nonr_Last Click,time_nonr_Page Submit,time_nonr_Click Count,rel1_nonr,rel2_nonr,true_indc,time_indc_First Click,time_indc_Last Click,time_indc_Page Submit,time_indc_Click Count,rel1_indc,rel2_indc,true_inda,time_inda_First Click,time_inda_Last Click,time_inda_Page Submit,time_inda_Click Count,rel1_inda,rel2_inda,DemoInstr,Age,Gender,Gender_3_TEXT,Ethnicity,Ethnicity_6_TEXT,Education,SES
1/11/2019 16:25,1/11/2019 16:26,0,,100,111,1,1/11/2019 16:26,R_3e9OuuI8pOk4Dka,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.857,59.879,72.762,8,2,1,,,,,,,,,28,1,,3,,5,6
1/11/2019 16:25,1/11/2019 16:26,0,,100,95,1,1/11/2019 16:26,R_6g5sqpATV34L5BL,,,,,,,anonymous,EN,,,,,,,,,,,,,,,4,6.74,48.983,50.55,10,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,,5,,5,8
1/11/2019 16:23,1/11/2019 16:27,0,,100,208,1,1/11/2019 16:27,R_2E67MGnE06iP9ck,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9.698,88.977,93.156,3,3,3,,24,2,,3,,5,6
1/11/2019 16:25,1/11/2019 16:27,0,,100,106,1,1/11/2019 16:27,R_22y8P8GIRHVMI9X,,,,,,,anonymous,EN,,,,,,,,,,,,,,,7,44.368,44.368,46.187,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,1,,5,,4,8
1/11/2019 16:24,1/11/2019 16:27,0,,100,191,1,1/11/2019 16:27,R_2rCteSo4DHZPnND,,,,,,,anonymous,EN,5,49.232,82.375,85.039,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2,,5,,4,6
1/11/2019 16:25,1/11/2019 16:27,0,,100,114,1,1/11/2019 16:27,R_3OoTh5z53lcNT7f,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,77.267,77.267,77.972,1,1,2,,,,,,,,,49,1,,3,,6,5
1/11/2019 16:23,1/11/2019 16:27,0,,100,256,1,1/11/2019 16:27,R_3PGmI1T73FFxvLN,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9.46,177.684,179.317,9,3,3,,49,1,,5,,3,8
1/11/2019 16:25,1/11/2019 16:27,0,,100,92,1,1/11/2019 16:27,R_1CpQxrTvjMxf7Ne,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2.25,11.341,45.286,3,1,2,,,,,,,,,,,,,,,,22,1,,5,,2,9
1/11/2019 16:25,1/11/2019 16:27,0,,100,105,1,1/11/2019 16:27,R_DnR0TQAmvcZfYwp,,,,,,,anonymous,EN,7,49.405,56.88,57.646,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,5,,4,7
1/11/2019 16:25,1/11/2019 16:27,0,,100,101,1,1/11/2019 16:27,R_332oHUVufRNlEGF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,6,1.079,25.677,26.817,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,,5,,4,5
1/11/2019 16:23,1/11/2019 16:27,0,,100,215,1,1/11/2019 16:27,R_1rwP0NzUNV4qvVv,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,6,2.806,120.64,121.166,184,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,,5,,5,5
1/11/2019 16:23,1/11/2019 16:27,0,,100,242,1,1/11/2019 16:27,R_12yyEgUB9fSqWkA,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,4,141.289,142.506,143.634,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1,,5,,6,7
1/11/2019 16:26,1/11/2019 16:27,0,,100,54,1,1/11/2019 16:27,R_OGMSko47XtdMYPD,,,,,,,anonymous,EN,6,22.316,23.812,24.543,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,,5,,5,5
1/11/2019 16:26,1/11/2019 16:27,0,,100,78,1,1/11/2019 16:27,R_1E4pQPUVcaliSwe,,,,,,,anonymous,EN,2,26.763,28.22,28.801,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,,5,,5,7
1/11/2019 16:24,1/11/2019 16:27,0,,100,170,1,1/11/2019 16:27,R_3fSRu5U5KceTR4y,,,,,,,anonymous,EN,1,81.515,81.515,92.986,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,,5,,5,3
1/11/2019 16:25,1/11/2019 16:27,0,,100,150,1,1/11/2019 16:27,R_2pWWpU9dkvJnRmx,,,,,,,anonymous,EN,4,52.804,52.804,53.989,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1,,5,,4,8
1/11/2019 16:23,1/11/2019 16:27,0,,100,292,1,1/11/2019 16:27,R_3RlmQlWdz9H6Q1G,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,264.993,265.958,266.665,3,2,1,,,,,,,,,,,,,,,,30,1,,5,,4,6
1/11/2019 16:26,1/11/2019 16:27,0,,100,90,1,1/11/2019 16:27,R_1etRCvzzLtMErf7,,,,,,,anonymous,EN,,,,,,,,,,,,,,,7,0,0,41.712,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,,5,,2,9
1/11/2019 16:25,1/11/2019 16:28,0,,100,178,1,1/11/2019 16:28,R_2uP7oYoPlV2ou7p,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,7,4.87,87.681,90.446,33,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2,,5,,5,3
1/11/2019 16:26,1/11/2019 16:28,0,,100,97,1,1/11/2019 16:28,R_1f2hU1EwKtnvgOb,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4.487,48.252,49.129,21,1,1,,,,,,,,,,,,,,,,32,1,,3,,5,8
1/11/2019 16:27,1/11/2019 16:28,0,,100,45,1,1/11/2019 16:28,R_27DQUOXXQjcNFFn,,,,,,,anonymous,EN,,,,,,,,3,1.531,14.834,15.657,12,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,,5,,,6
1/11/2019 16:25,1/11/2019 16:28,0,,100,129,1,1/11/2019 16:28,R_3oLr6og4JqmDuOR,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,7,4.3,7.532,85.29,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,,4,,4,6
1/11/2019 16:23,1/11/2019 16:28,0,,100,276,1,1/11/2019 16:28,R_3k4yc83Su0Xpk5b,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3.477,137.311,138.742,3,3,3,,29,1,,3,,5,5
1/11/2019 16:25,1/11/2019 16:28,0,,100,160,1,1/11/2019 16:28,R_RQ3Jidf7oMfEnV7,,,,,,,anonymous,EN,,,,,,,,6,1.466,95.25,95.901,14,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1,,5,,6,5
1/11/2019 16:25,1/11/2019 16:28,0,,100,169,1,1/11/2019 16:28,R_1jKaRK22Jw0pvWP,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,6,89.232,123.913,124.998,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,,3,,8,4
1/11/2019 16:27,1/11/2019 16:28,0,,100,72,1,1/11/2019 16:28,R_DjfFEhDEgrDeHBv,,,,,,,anonymous,EN,,,,,,,,4,7.478,10.285,11.708,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,3,,4,5
1/11/2019 16:25,1/11/2019 16:28,0,,100,162,1,1/11/2019 16:28,R_2P0ZBQHWvIGdamS,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,91.397,91.397,95.516,1,2,2,,,,,,,,,,,,,,,,,,,,,,,65,1,,5,,4,5
1/11/2019 16:26,1/11/2019 16:28,0,,100,119,1,1/11/2019 16:28,R_23aAFV7mmCxFCrl,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,6,63.496,63.496,64.952,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,,5,,3,8
1/11/2019 16:26,1/11/2019 16:28,0,,100,103,1,1/11/2019 16:28,R_eIZb289y2tUVpL3,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,57.297,57.297,58.238,1,3,3,,25,2,,5,,5,4
1/11/2019 16:23,1/11/2019 16:28,0,,100,269,1,1/11/2019 16:28,R_1H5XRkSfSrPgZUR,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,173.786,173.786,175.329,1,1,2,,,,,,,,,,,,,,,,,,,,,,,45,2,,5,,5,4
1/11/2019 16:26,1/11/2019 16:28,0,,100,109,1,1/11/2019 16:28,R_2P8ctJZn6OZ3huP,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10.846,53.981,55.223,4,1,2,,,,,,,,,,,,,,,,29,2,,5,,5,7
1/11/2019 16:25,1/11/2019 16:28,0,,100,155,1,1/11/2019 16:28,R_1o7n3thxP40rRJK,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,73.142,73.142,73.974,1,2,1,,,,,,,,,30,1,,5,,2,6
1/11/2019 16:25,1/11/2019 16:28,0,,100,193,1,1/11/2019 16:28,R_tZ1E1kEnpdNLGFj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10.267,109.746,111.131,26,1,2,,,,,,,,,,,,,,,,,,,,,,,39,2,,5,,6,5
1/11/2019 16:25,1/11/2019 16:28,0,,100,155,1,1/11/2019 16:28,R_u8GevoAJijzIxih,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,63.517,84.538,85.586,9,1,2,,,,,,,,,,,,,,,,,,,,,,,35,2,,5,,4,6
1/11/2019 16:27,1/11/2019 16:28,0,,100,59,1,1/11/2019 16:28,R_3rLZEix5QF00SIx,,,,,,,anonymous,EN,6,23.756,24.94,26.485,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,,5,,3,8
1/11/2019 16:26,1/11/2019 16:28,0,,100,154,1,1/11/2019 16:28,R_2eRan4Do6iaMuBq,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,114.087,114.087,115.289,1,1,3,,32,2,,5,,6,7
1/11/2019 16:25,1/11/2019 16:28,0,,100,163,1,1/11/2019 16:28,R_1r0mHS8fOUczqMU,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6.286,64.479,65.251,5,1,2,,,,,,,,,,,,,,,,,,,,,,,28,1,,3,,6,6
1/11/2019 16:25,1/11/2019 16:28,0,,100,220,1,1/11/2019 16:28,R_1o1rdx0WWqEkgtD,,,,,,,anonymous,EN,,,,,,,,7,2.728,95.974,113.339,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,,5,,5,7
1/11/2019 16:26,1/11/2019 16:28,0,,100,140,1,1/11/2019 16:28,R_12lLXWGMHa8Sl5e,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,3,2.507,91.12,92.703,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,,5,,5,8
1/11/2019 16:25,1/11/2019 16:28,0,,100,177,1,1/11/2019 16:28,R_3rUsOI7cfcnvIKq,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,109.629,109.629,113.261,1,3,3,,43,1,,5,,6,3
1/11/2019 16:25,1/11/2019 16:28,0,,100,210,1,1/11/2019 16:28,R_1Q9NdslYF1YoPnw,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,118.737,118.737,122.536,1,2,2,,,,,,,,,,,,,,,,41,1,,6,Mixed,5,4
1/11/2019 16:26,1/11/2019 16:28,0,,100,131,1,1/11/2019 16:28,R_2Vsji00H8kus4fC,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,87.67,87.67,90.522,1,3,3,,24,1,,5,,4,6
1/11/2019 16:27,1/11/2019 16:28,0,,100,81,1,1/11/2019 16:28,R_r8ZikUe3XaG4OBz,,,,,,,anonymous,EN,7,29.899,29.899,31.21,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,,1,,,6
1/11/2019 16:26,1/11/2019 16:28,0,,100,144,1,1/11/2019 16:28,R_2CBOvTx2XolMTOm,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,27.888,63.173,64.123,3,1,1,,,,,,,,,33,1,,2,,4,7
1/11/2019 16:27,1/11/2019 16:28,0,,100,93,1,1/11/2019 16:28,R_AKxkCZ7k7NNXVM5,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,57.473,58.824,59.754,3,3,3,,27,2,,5,,2,6
1/11/2019 16:25,1/11/2019 16:28,0,,100,201,1,1/11/2019 16:28,R_24Cuxor0JxSR7Cz,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,36.801,119.918,122.925,3,3,3,,64,2,,5,,8,4
1/11/2019 16:23,1/11/2019 16:29,0,,100,316,1,1/11/2019 16:29,R_3OBAc8UD6JfkQbT,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.344,107.773,151.852,4,1,2,,,,,,,,,26,1,,5,,2,7
1/11/2019 16:26,1/11/2019 16:29,0,,100,177,1,1/11/2019 16:29,R_25MAFCVGbebbBbN,,,,,,,anonymous,EN,,,,,,,,5,34.111,127.914,128.675,15,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1,,5,,5,6
1/11/2019 16:27,1/11/2019 16:29,0,,100,115,1,1/11/2019 16:29,R_1K0wqqYYcSNsrZ4,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,59.438,61.101,62.032,4,1,2,,,,,,,,,,,,,,,,26,1,,5,,5,4
1/11/2019 16:27,1/11/2019 16:29,0,,100,87,1,1/11/2019 16:29,R_Og2SE3MtALs9msF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,7,9.504,53.365,53.917,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,,5,,4,8
1/11/2019 16:28,1/11/2019 16:29,0,,100,60,1,1/11/2019 16:29,R_1SuppDfI3vmytYR,,,,,,,anonymous,EN,4,28.494,28.494,29.429,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,,2,,6,5
1/11/2019 16:27,1/11/2019 16:29,0,,100,135,1,1/11/2019 16:29,R_2Cr1qagt9ax8PvO,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,2,56.273,59.132,65.528,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,1,,5,,6,7
1/11/2019 16:28,1/11/2019 16:29,0,,100,87,1,1/11/2019 16:29,R_bdA5SsjoE39FKYV,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,38.03,38.03,39.213,1,1,2,,,,,,,,,,,,,,,,25,2,,3,,5,6
1/11/2019 16:27,1/11/2019 16:29,0,,100,124,1,1/11/2019 16:29,R_2TueL2E4wZerEUm,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,7,11.167,74.723,75.451,36,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2,,5,,4,5
1/11/2019 16:23,1/11/2019 16:29,0,,100,347,1,1/11/2019 16:29,R_3KYBIb8yjd64r2J,,,,,,,anonymous,EN,,,,,,,,7,52.344,52.676,62.792,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,,5,,5,9
1/11/2019 16:28,1/11/2019 16:29,0,,100,72,1,1/11/2019 16:29,R_bEoYZGUS2rwEut3,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3.61,3.61,39.123,1,3,3,,31,1,,5,,5,7
1/11/2019 16:27,1/11/2019 16:29,0,,100,149,1,1/11/2019 16:29,R_3e7VzXKWVPMtyyZ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,7,2.185,61.394,62.01,30,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,1,,5,,4,10
1/11/2019 16:27,1/11/2019 16:29,0,,100,122,1,1/11/2019 16:29,R_2WCIHiPp6XQGrLL,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,76.65,76.65,79.135,1,1,2,,,,,,,,,,,,,,,,51,1,,1,,4,7
1/11/2019 16:27,1/11/2019 16:29,0,,100,112,1,1/11/2019 16:29,R_2tA6IJX5QzXySot,,,,,,,anonymous,EN,,,,,,,,1,33.572,54.038,54.985,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2,,5,,5,4
1/11/2019 16:27,1/11/2019 16:30,0,,100,129,1,1/11/2019 16:30,R_2ypdmKg3Nn5KNNz,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,75.814,75.814,85.698,1,3,3,,56,2,,5,,5,6
1/11/2019 16:28,1/11/2019 16:30,0,,100,92,1,1/11/2019 16:30,R_2woUPS1rp0RT8T6,,,,,,,anonymous,EN,,,,,,,,1,3.581,53.939,56.945,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2,,5,,4,8
1/11/2019 16:28,1/11/2019 16:30,0,,100,87,1,1/11/2019 16:30,R_bjXAuvSg0qcx83f,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,57.034,57.034,57.595,1,1,2,,,,,,,,,33,2,,5,,4,6
1/11/2019 16:29,1/11/2019 16:30,0,,100,77,1,1/11/2019 16:30,R_3Lil1MisCUaWsdQ,,,,,,,anonymous,EN,,,,,,,,7,2.346,42.795,43.268,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,,5,,2,5
1/11/2019 16:28,1/11/2019 16:30,0,,100,135,1,1/11/2019 16:30,R_1DG9Om1HS82nRcU,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90.47,91.958,95.091,2,1,2,,,,,,,,,,,,,,,,,,,,,,,61,1,,5,,5,10
1/11/2019 16:28,1/11/2019 16:30,0,,100,106,1,1/11/2019 16:30,R_2E5ifiOr5whlYj5,,,,,,,anonymous,EN,,,,,,,,,,,,,,,4,1.638,55.461,57.02,17,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,1,,5,,6,4
1/11/2019 16:29,1/11/2019 16:30,0,,100,113,1,1/11/2019 16:30,R_3HzPCJdSxO0hT4g,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,35.893,35.893,36.724,1,1,1,,,,,,,,,,,,,,,,,,,,,,,71,1,,5,,2,7
1/11/2019 16:29,1/11/2019 16:30,0,,100,106,1,1/11/2019 16:30,R_1GHWSSlU4QgmVIF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2.576,2.576,72.623,1,1,3,,21,2,,1,,4,4
1/11/2019 16:28,1/11/2019 16:30,0,,100,167,1,1/11/2019 16:30,R_2uJzctgUWN0fM4D,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,7,51.864,100.639,101.4,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,1,,5,,,8
1/11/2019 16:29,1/11/2019 16:30,0,,100,106,1,1/11/2019 16:30,R_wWOQRLnzYfkQOCB,,,,,,,anonymous,EN,,,,,,,,,,,,,,,4,6.521,40.586,41.686,25,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1,,5,,5,7
1/11/2019 16:28,1/11/2019 16:30,0,,100,141,1,1/11/2019 16:31,R_20OpQVASgTDCpC9,,,,,,,anonymous,EN,5,2.873,3.401,4.86,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2,,4,,4,5
1/11/2019 16:30,1/11/2019 16:31,0,,100,46,1,1/11/2019 16:31,R_BS1LPuZQbvJiTyF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1.772,4.188,5.355,3,1,2,,,,,,,,,,,,,,,,28,2,,1,,4,6
1/11/2019 16:30,1/11/2019 16:31,0,,100,36,1,1/11/2019 16:31,R_28MrPQ2PzBRyXJu,,,,,,,anonymous,EN,,,,,,,,6,7.084,11.636,12.218,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,,5,,4,6
1/11/2019 16:29,1/11/2019 16:31,0,,100,78,1,1/11/2019 16:31,R_so2JSIBmCIrCzGF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,44.577,48.983,49.324,3,2,2,,,,,,,,,,,,,,,,,,,,,,,43,1,,5,,4,5
1/11/2019 16:29,1/11/2019 16:31,0,,100,97,1,1/11/2019 16:31,R_cucBkl4nhtQtymd,,,,,,,anonymous,EN,,,,,,,,4,4.14,58.572,64.47,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,3,,4,5
1/11/2019 16:28,1/11/2019 16:31,0,,100,145,1,1/11/2019 16:31,R_3r1Yb28zgMWbEoA,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,104.56,106.046,106.963,2,1,2,,,,,,,,,,,,,,,,28,1,,5,,4,7
1/11/2019 16:28,1/11/2019 16:31,0,,100,146,1,1/11/2019 16:31,R_3GADknXycU5HEmC,,,,,,,anonymous,EN,,,,,,,,,,,,,,,4,26.929,28.171,47.602,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2,,5,,2,8
1/11/2019 16:29,1/11/2019 16:31,0,,100,126,1,1/11/2019 16:31,R_qJA9oDshTZCfBpT,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,61.532,61.532,63.296,1,1,2,,,,,,,,,38,2,,5,,2,8
1/11/2019 16:28,1/11/2019 16:31,0,,100,149,1,1/11/2019 16:31,R_2A0aEiZ6gOSdMCQ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,7,39.403,81.199,82.648,11,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,,1,,2,6
1/11/2019 16:27,1/11/2019 16:31,0,,100,242,1,1/11/2019 16:31,R_0qPCbjy3jLPtudr,,,,,,,anonymous,EN,7,5.792,23.879,25.299,13,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,,5,,6,9
1/11/2019 16:30,1/11/2019 16:31,0,,100,73,1,1/11/2019 16:31,R_21j5pM7BmQXgkpZ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11.515,12.587,13.4,2,1,2,,,,,,,,,,,,,,,,,,,,,,,25,1,,5,,4,9
1/11/2019 16:29,1/11/2019 16:31,0,,100,119,1,1/11/2019 16:31,R_22VAhoQOgZ20ADb,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5.215,80.375,81.59,9,1,2,,,,,,,,,,,,,,,,43,2,,5,,3,8
1/11/2019 16:30,1/11/2019 16:31,0,,100,89,1,1/11/2019 16:31,R_2rHhAtB84VUpYzw,,,,,,,anonymous,EN,,,,,,,,,,,,,,,7,15.154,39.122,41.93,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2,,5,,5,5
1/11/2019 16:31,1/11/2019 16:31,0,,100,42,1,1/11/2019 16:31,R_UR6rzsczCRTFdaV,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10.256,10.256,11.302,1,2,2,,,,,,,,,,,,,,,,,,,,,,,34,2,,5,,5,4
1/11/2019 16:29,1/11/2019 16:31,0,,100,138,1,1/11/2019 16:31,R_2CDoiqK4iuUdeXz,,,,,,,anonymous,EN,7,56.352,56.352,69.032,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2,,5,,2,4
1/11/2019 16:28,1/11/2019 16:32,0,,100,238,1,1/11/2019 16:32,R_2TH0IbT39b3CDOz,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.219,91.657,140.934,4,1,2,,,,,,,,,34,2,,5,,2,9
